store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
ST20,SKU04710,0,91,40,2025-09-27
ST01,SKU02253,117,21,8,2025-08-26
ST30,SKU02954,0,29,6,2025-09-04
ST07,SKU03199,0,95,24,2025-09-12
ST17,SKU04412,323,74,28,2025-07-04
ST24,SKU01153,0,60,16,2025-09-16
ST22,SKU02541,375,74,30,2025-08-25
ST25,SKU01792,491,97,25,2025-07-14
ST15,SKU01104,416,100,31,2025-06-10
ST04,SKU04887,173,30,10,2025-06-05
ST09,SKU01030,0,24,5,2025-09-28
ST05,SKU02079,0,92,41,2025-09-06
ST10,SKU04409,122,28,6,2025-05-20
ST22,SKU03709,243,71,24,2025-08-02
ST15,SKU02501,238,50,14,2025-05-09
ST20,SKU04831,479,96,36,2025-07-05
ST15,SKU00286,0,33,10,2025-08-26
ST13,SKU01674,79,20,8,2025-08-11
ST04,SKU01854,245,50,15,2025-07-01
ST28,SKU02211,319,68,16,2025-07-23
ST07,SKU03320,323,84,36,2025-08-31
ST24,SKU01274,0,78,20,2025-08-23
ST22,SKU02662,431,90,36,2025-05-17
ST27,SKU02740,0,77,28,2025-09-10
ST25,SKU01684,96,27,10,2025-07-10
ST02,SKU04144,289,96,45,2025-06-10
ST28,SKU03150,326,78,22,2025-08-15
ST17,SKU03257,107,34,12,2025-08-25
ST01,SKU04710,0,81,40,2025-09-04
ST20,SKU02737,0,61,29,2025-09-23
ST09,SKU04305,0,23,11,2025-08-14
ST23,SKU01988,0,75,37,2025-08-31
ST16,SKU01046,440,100,41,2025-08-24
ST21,SKU03376,167,55,14,2025-09-02
ST07,SKU03441,254,70,18,2025-08-12
ST19,SKU03266,261,44,17,2025-08-31
ST17,SKU04654,268,68,27,2025-08-09
ST05,SKU01153,0,58,15,2025-08-14
ST05,SKU03139,116,22,10,2025-07-05
ST27,SKU04847,0,67,25,2025-10-10
ST20,SKU03905,349,68,16,2025-06-03
ST25,SKU01805,268,86,35,2025-07-13
ST14,SKU03602,187,34,7,2025-07-05
ST04,SKU00699,258,46,9,2025-08-09
ST22,SKU01507,0,91,41,2025-08-26
ST15,SKU04729,286,56,15,2025-08-07
ST20,SKU02858,0,82,30,2025-10-07
ST27,SKU03800,0,36,9,2025-09-05
ST25,SKU00987,298,82,31,2025-08-27
ST01,SKU00401,391,69,25,2025-07-01
ST01,SKU04831,184,36,10,2025-06-02
ST25,SKU00758,328,66,13,2025-07-17
ST11,SKU00823,0,88,23,2025-08-17
ST09,SKU02211,385,67,15,2025-06-18
ST16,SKU01167,225,54,23,2025-07-27
ST05,SKU01274,0,31,10,2025-09-14
ST08,SKU04726,283,60,27,2025-06-10
ST27,SKU00538,0,65,18,2025-09-12
ST23,SKU03277,255,57,13,2025-07-02
ST21,SKU04665,283,82,26,2025-08-23
ST02,SKU04157,0,86,19,2025-08-12
ST10,SKU00571,148,37,18,2025-08-19
ST24,SKU00240,168,37,15,2025-08-18
ST10,SKU00342,125,36,14,2025-07-06
ST29,SKU00584,233,73,22,2025-05-14
ST26,SKU02501,306,79,27,2025-07-07
ST26,SKU00286,0,38,9,2025-08-04
ST07,SKU03454,465,89,35,2025-05-25
ST15,SKU03803,419,100,29,2025-08-04
ST01,SKU03905,275,83,23,2025-06-12
ST20,SKU04147,546,92,36,2025-09-02
ST15,SKU03574,242,48,11,2025-07-07
ST11,SKU02112,179,39,19,2025-08-20
ST16,SKU04442,215,54,11,2025-05-06
ST24,SKU04791,352,63,21,2025-07-20
ST13,SKU04144,242,62,23,2025-06-30
ST06,SKU00721,233,41,17,2025-07-13
ST23,SKU02351,267,54,17,2025-06-02
ST14,SKU04783,0,20,7,2025-09-25
ST28,SKU00251,93,21,10,2025-06-14
ST05,SKU01287,245,76,30,2025-06-23
ST18,SKU03441,246,46,22,2025-06-18
ST09,SKU03621,86,24,9,2025-07-13
ST21,SKU02692,0,85,21,2025-08-13
ST28,SKU03634,205,58,26,2025-06-17
ST23,SKU01075,125,40,20,2025-05-16
ST05,SKU00240,426,99,21,2025-07-31
ST10,SKU00584,477,83,20,2025-08-09
ST06,SKU03057,0,90,27,2025-10-10
ST23,SKU02472,435,88,20,2025-06-28
ST26,SKU04729,121,39,9,2025-08-11
ST26,SKU02514,354,76,18,2025-05-24
ST01,SKU04147,496,92,38,2025-08-27
ST15,SKU01830,383,66,30,2025-08-29
ST18,SKU03562,119,25,12,2025-05-30
ST25,SKU04504,228,65,21,2025-08-10
ST16,SKU00254,0,39,8,2025-08-10
ST21,SKU02584,293,49,19,2025-06-02
ST26,SKU01696,347,72,21,2025-08-20
ST05,SKU04791,308,62,17,2025-09-02
ST02,SKU00090,192,46,18,2025-06-20
ST12,SKU01303,133,43,20,2025-06-09
ST25,SKU03457,329,96,37,2025-08-06
ST01,SKU02871,434,74,27,2025-06-04
ST08,SKU01827,264,61,28,2025-05-15
ST04,SKU02351,274,61,24,2025-05-22
ST06,SKU00734,113,26,10,2025-07-05
ST21,SKU01766,269,76,31,2025-05-11
ST26,SKU00649,203,46,13,2025-08-27
ST12,SKU02700,313,83,40,2025-07-16
ST05,SKU03744,187,40,19,2025-08-25
ST12,SKU02471,399,70,18,2025-06-04
ST24,SKU01542,481,82,33,2025-08-09
ST20,SKU04281,166,32,7,2025-05-09
ST18,SKU03454,425,73,17,2025-05-31
ST09,SKU03863,317,63,13,2025-06-14
ST23,SKU01317,0,33,9,2025-09-03
ST02,SKU04641,451,78,30,2025-06-28
ST29,SKU01068,406,70,23,2025-06-23
ST22,SKU02112,281,64,14,2025-08-10
ST24,SKU02710,155,29,9,2025-06-05
ST25,SKU03578,0,20,6,2025-09-11
ST18,SKU00421,150,39,19,2025-08-06
ST25,SKU03349,286,50,20,2025-08-21
ST11,SKU03414,104,29,11,2025-06-18
ST06,SKU00855,460,78,29,2025-06-27
ST07,SKU03709,159,40,11,2025-07-27
ST29,SKU04222,109,28,7,2025-06-02
ST03,SKU04987,97,23,8,2025-06-10
ST25,SKU02531,0,67,19,2025-09-25
ST16,SKU04926,0,71,23,2025-09-26
ST21,SKU02826,0,31,14,2025-10-10
ST07,SKU02662,206,62,24,2025-07-07
ST24,SKU00845,0,77,18,2025-10-03
ST28,SKU02950,0,72,24,2025-08-19
ST14,SKU00837,359,65,23,2025-05-16
ST29,SKU02128,226,50,12,2025-05-09
ST12,SKU00498,462,96,32,2025-05-18
ST27,SKU01264,94,24,5,2025-06-05
ST21,SKU00732,97,20,8,2025-05-10
ST26,SKU01830,463,86,28,2025-05-14
ST02,SKU04654,180,47,22,2025-07-28
ST05,SKU02710,283,51,13,2025-07-26
ST25,SKU01605,195,50,22,2025-05-06
ST21,SKU02129,275,91,22,2025-07-16
ST14,SKU03173,395,67,18,2025-06-13
ST14,SKU00958,290,50,17,2025-06-20
ST28,SKU02842,445,96,34,2025-06-06
ST10,SKU04222,374,71,34,2025-06-12
ST13,SKU03702,0,82,37,2025-08-11
ST11,SKU04824,0,96,40,2025-10-02
ST06,SKU00050,0,84,41,2025-08-08
ST02,SKU00574,530,91,19,2025-06-30
ST24,SKU03073,174,38,15,2025-06-05
ST08,SKU04526,264,61,23,2025-05-25
ST25,SKU03941,169,35,14,2025-05-09
ST13,SKU04641,123,22,6,2025-07-20
ST15,SKU01038,240,53,17,2025-08-15
ST16,SKU01906,128,38,11,2025-06-29
ST09,SKU02950,0,44,21,2025-09-18
ST21,SKU04236,294,84,42,2025-06-28
ST16,SKU01677,0,81,18,2025-08-07
ST05,SKU04228,224,47,15,2025-08-27
ST19,SKU01911,266,57,14,2025-07-13
ST12,SKU04941,410,70,20,2025-06-12
ST22,SKU01428,406,81,24,2025-07-10
ST22,SKU03414,346,86,33,2025-07-13
ST10,SKU02128,107,29,8,2025-07-30
ST29,SKU00155,306,93,25,2025-07-17
ST03,SKU00920,0,92,37,2025-09-03
ST27,SKU03492,313,66,25,2025-05-23
ST08,SKU01264,320,61,27,2025-07-26
ST11,SKU04945,273,90,26,2025-07-24
ST25,SKU00679,557,100,26,2025-08-25
ST23,SKU04016,0,38,10,2025-10-08
ST06,SKU02386,307,59,29,2025-05-15
ST11,SKU02501,193,44,19,2025-08-28
ST21,SKU00974,0,39,17,2025-08-27
ST02,SKU02681,201,34,15,2025-06-02
ST10,SKU01310,191,33,9,2025-06-30
ST03,SKU02088,0,65,29,2025-10-05
ST01,SKU03476,0,71,32,2025-08-13
ST25,SKU03833,188,62,29,2025-05-28
ST06,SKU01339,380,84,21,2025-08-30
ST23,SKU04955,337,58,17,2025-06-10
ST21,SKU02142,436,94,29,2025-05-29
ST14,SKU01200,252,46,19,2025-08-31
ST02,SKU01863,102,33,9,2025-05-28
ST29,SKU04706,226,54,12,2025-06-20
ST25,SKU00571,152,35,9,2025-06-09
ST02,SKU03031,359,82,30,2025-08-16
ST12,SKU04244,230,56,21,2025-08-03
ST05,SKU00858,126,31,10,2025-08-25
ST03,SKU02209,122,39,16,2025-06-27
ST20,SKU03839,149,38,10,2025-08-20
ST13,SKU00682,255,85,31,2025-06-21
ST11,SKU04019,159,44,13,2025-06-28
ST23,SKU03090,174,46,15,2025-06-09
ST09,SKU03192,292,85,41,2025-07-27
ST24,SKU02268,0,53,18,2025-08-22
ST15,SKU04663,0,36,10,2025-08-09
ST10,SKU00155,109,20,5,2025-06-24
ST08,SKU03492,167,34,15,2025-06-20
ST30,SKU03251,109,23,11,2025-05-31
ST25,SKU00692,0,78,26,2025-08-04
ST04,SKU04016,0,67,26,2025-08-17
ST14,SKU04475,364,75,35,2025-08-16
ST24,SKU03436,457,89,24,2025-05-15
ST27,SKU04902,198,62,17,2025-07-25
ST13,SKU00574,268,56,15,2025-05-10
ST23,SKU00996,0,91,43,2025-08-29
ST11,SKU01696,313,92,25,2025-07-18
ST14,SKU03428,263,60,27,2025-06-09
ST04,SKU04955,78,23,9,2025-05-07
ST05,SKU02376,252,76,17,2025-07-18
ST10,SKU04706,379,92,43,2025-07-10
ST26,SKU01038,255,44,14,2025-08-23
ST12,SKU03089,278,67,22,2025-05-28
ST25,SKU01042,316,54,20,2025-06-01
ST15,SKU00354,174,47,18,2025-08-24
ST23,SKU02164,122,29,14,2025-06-22
ST06,SKU02520,114,28,11,2025-08-14
ST21,SKU01337,244,42,19,2025-05-12
ST14,SKU02381,0,39,12,2025-09-13
ST11,SKU00649,379,91,44,2025-06-01
ST17,SKU02386,448,87,41,2025-06-09
ST15,SKU03737,149,30,8,2025-08-23
ST18,SKU03254,560,99,40,2025-07-09
ST25,SKU01981,293,92,20,2025-06-30
ST11,SKU02046,0,25,8,2025-08-07
ST04,SKU03090,217,49,18,2025-08-21
ST21,SKU04491,114,32,11,2025-06-07
ST02,SKU04212,263,77,21,2025-08-15
ST17,SKU01568,225,49,14,2025-07-28
ST12,SKU03210,190,36,9,2025-08-13
ST19,SKU04152,585,99,48,2025-06-14
ST17,SKU01339,202,46,22,2025-08-04
ST15,SKU04905,161,30,14,2025-05-17
ST13,SKU01863,164,44,13,2025-05-16
ST30,SKU03493,324,95,40,2025-08-07
ST06,SKU04856,165,32,14,2025-08-21
ST14,SKU00516,224,44,9,2025-06-14
ST05,SKU03436,149,36,13,2025-06-28
ST12,SKU00177,0,57,21,2025-09-02
ST17,SKU00521,112,37,8,2025-08-19
ST08,SKU04902,179,43,12,2025-06-08
ST15,SKU01643,262,83,37,2025-06-12
ST13,SKU03031,326,77,37,2025-08-04
ST18,SKU03375,323,89,24,2025-07-10
ST27,SKU02700,135,26,12,2025-06-02
ST30,SKU02217,302,80,38,2025-08-20
ST11,SKU04153,526,88,29,2025-06-28
ST04,SKU00996,0,75,16,2025-10-07
ST23,SKU01009,0,60,21,2025-10-08
ST19,SKU04273,0,90,29,2025-09-06
ST24,SKU00416,0,29,11,2025-08-10
ST22,SKU04019,276,63,14,2025-08-02
ST15,SKU04797,136,41,12,2025-05-13
ST30,SKU01170,0,56,12,2025-08-07
ST04,SKU02164,91,28,6,2025-05-26
ST23,SKU04392,193,38,12,2025-08-10
ST26,SKU00462,281,65,23,2025-06-02
ST02,SKU03286,237,56,26,2025-08-28
ST13,SKU03152,323,95,21,2025-06-30
ST21,SKU00532,457,86,31,2025-07-16
ST02,SKU00024,160,39,19,2025-06-15
ST19,SKU02408,570,98,48,2025-08-11
ST18,SKU02449,0,95,28,2025-10-09
ST16,SKU01356,150,25,10,2025-05-08
ST29,SKU04035,0,40,8,2025-10-03
ST19,SKU03347,433,80,36,2025-06-30
ST10,SKU01578,0,33,16,2025-09-29
ST27,SKU03171,0,78,27,2025-08-08
ST20,SKU04215,267,89,21,2025-06-05
ST11,SKU04166,0,63,18,2025-08-12
ST21,SKU04854,342,64,14,2025-05-25
ST04,SKU01009,0,70,15,2025-08-15
ST26,SKU03737,163,48,16,2025-05-16
ST21,SKU02639,359,72,26,2025-06-14
ST02,SKU04346,0,76,21,2025-09-14
ST07,SKU04690,152,38,16,2025-08-01
ST22,SKU04261,249,57,19,2025-08-20
ST22,SKU02046,0,52,14,2025-10-03
ST05,SKU00416,0,25,7,2025-09-14
ST10,SKU00531,0,58,12,2025-09-18
ST13,SKU04212,383,73,35,2025-08-19
ST18,SKU00355,213,62,18,2025-07-24
ST30,SKU03627,394,74,27,2025-08-08
ST04,SKU04392,171,49,20,2025-05-24
ST09,SKU00535,351,60,15,2025-06-26
ST26,SKU04905,103,23,9,2025-06-14
ST12,SKU04741,363,65,19,2025-07-14
ST07,SKU01428,272,64,27,2025-08-06
ST12,SKU02526,0,21,5,2025-10-07
ST24,SKU03812,0,47,16,2025-10-10
ST17,SKU04856,199,42,14,2025-06-24
ST27,SKU03063,0,97,25,2025-08-27
ST30,SKU04795,170,35,7,2025-08-26
ST30,SKU02580,519,88,29,2025-06-29
ST28,SKU03931,284,85,26,2025-07-15
ST14,SKU01818,138,35,13,2025-08-29
ST19,SKU02421,202,35,16,2025-06-11
ST22,SKU04153,318,83,23,2025-06-08
ST29,SKU00894,339,81,25,2025-08-29
ST24,SKU00550,224,68,14,2025-06-07
ST25,SKU03633,0,66,27,2025-08-29
ST01,SKU00832,0,66,29,2025-10-05
ST23,SKU04526,175,51,11,2025-08-15
ST10,SKU04035,0,65,26,2025-08-31
ST01,SKU04215,317,80,33,2025-08-14
ST20,SKU04228,344,98,32,2025-05-09
ST25,SKU00371,311,56,23,2025-08-16
ST13,SKU03286,280,54,24,2025-05-29
ST28,SKU04052,318,79,29,2025-06-05
ST14,SKU04154,0,92,46,2025-09-06
ST16,SKU00551,355,86,24,2025-07-14
ST14,SKU01939,308,85,27,2025-06-12
ST28,SKU03823,136,42,8,2025-06-23
ST07,SKU02946,91,23,6,2025-05-20
ST27,SKU04352,274,86,41,2025-07-05
ST25,SKU01310,190,55,26,2025-07-30
ST13,SKU00024,326,59,21,2025-07-14
ST28,SKU03005,428,74,22,2025-05-20
ST05,SKU04041,0,78,29,2025-09-03
ST24,SKU04054,466,98,39,2025-08-27
ST12,SKU02768,463,98,31,2025-05-07
ST12,SKU00553,320,89,28,2025-08-07
ST19,SKU01495,149,36,8,2025-05-21
ST25,SKU04693,378,75,23,2025-07-26
ST30,SKU02822,232,75,17,2025-08-31
ST06,SKU04414,275,60,13,2025-08-14
ST11,SKU02543,0,98,38,2025-08-31
ST11,SKU00328,0,87,38,2025-08-12
ST14,SKU04046,0,28,8,2025-09-25
ST10,SKU00894,242,51,25,2025-05-22
ST05,SKU00550,239,52,17,2025-05-30
ST18,SKU04919,108,36,7,2025-07-01
ST18,SKU04690,208,37,15,2025-06-07
ST30,SKU01775,0,89,41,2025-09-19
ST06,SKU01152,0,75,30,2025-08-23
ST23,SKU04768,381,64,25,2025-06-02
ST21,SKU03941,117,22,8,2025-06-30
ST28,SKU00682,403,93,32,2025-07-11
ST22,SKU01133,495,97,21,2025-07-23
ST15,SKU04126,0,67,23,2025-08-12
ST23,SKU03950,134,35,16,2025-06-01
ST09,SKU04052,402,87,22,2025-06-02
ST28,SKU02079,0,81,18,2025-08-18
ST11,SKU00449,170,31,9,2025-08-09
ST09,SKU03823,588,99,41,2025-07-08
ST05,SKU03115,345,93,45,2025-06-08
ST08,SKU04352,283,52,14,2025-07-02
ST06,SKU03259,0,56,13,2025-09-24
ST09,SKU03005,245,68,33,2025-06-20
ST14,SKU03349,375,84,39,2025-07-12
ST09,SKU02776,0,89,32,2025-08-25
ST21,SKU04062,322,90,35,2025-06-07
ST28,SKU01032,174,37,13,2025-06-15
ST05,SKU02068,0,49,11,2025-09-20
ST05,SKU04054,348,75,31,2025-08-31
ST12,SKU04996,373,95,38,2025-07-12
ST20,SKU04591,549,93,44,2025-08-25
ST25,SKU00734,131,27,10,2025-05-09
ST20,SKU02376,164,32,14,2025-06-26
ST11,SKU04771,338,78,36,2025-07-15
ST28,SKU01971,317,67,14,2025-05-07
ST02,SKU00521,103,21,5,2025-07-05
ST05,SKU01021,0,93,29,2025-08-25
ST24,SKU01034,149,38,14,2025-08-16
ST27,SKU02500,304,100,35,2025-05-15
ST18,SKU02946,166,44,18,2025-08-16
ST06,SKU03609,228,65,19,2025-07-11
ST21,SKU04412,296,57,24,2025-07-19
ST28,SKU03139,341,59,27,2025-05-16
ST07,SKU04019,317,62,30,2025-07-28
ST19,SKU04073,124,38,10,2025-08-10
ST29,SKU04532,388,67,28,2025-08-08
ST29,SKU00331,220,50,20,2025-06-21
ST17,SKU01031,233,51,25,2025-06-01
ST03,SKU03311,340,80,31,2025-08-18
ST01,SKU02484,0,60,21,2025-09-29
ST15,SKU00167,355,67,22,2025-07-01
ST04,SKU03950,219,57,25,2025-06-10
ST11,SKU00691,436,87,23,2025-06-18
ST09,SKU02079,0,37,16,2025-08-24
ST06,SKU02333,0,50,21,2025-10-06
ST14,SKU04409,232,56,25,2025-06-20
ST11,SKU00462,422,72,18,2025-05-14
ST17,SKU04414,239,55,18,2025-07-22
ST22,SKU02543,0,35,15,2025-08-09
ST22,SKU00328,0,100,31,2025-08-19
ST03,SKU04250,82,26,8,2025-06-05
ST09,SKU01032,333,73,25,2025-06-19
ST29,SKU04653,141,30,13,2025-08-12
ST24,SKU02094,272,54,18,2025-08-04
ST01,SKU04591,318,83,19,2025-07-17
ST01,SKU02376,166,33,11,2025-08-06
ST09,SKU01971,380,99,35,2025-05-29
ST21,SKU03257,302,83,27,2025-08-30
ST21,SKU01042,561,100,41,2025-08-04
ST12,SKU02205,221,41,8,2025-07-20
ST12,SKU04191,0,87,28,2025-10-11
ST22,SKU04879,315,53,19,2025-05-22
ST05,SKU01034,374,92,40,2025-07-05
ST24,SKU03491,152,42,14,2025-07-21
ST22,SKU00449,265,75,37,2025-06-12
ST01,SKU03773,143,29,12,2025-06-01
ST03,SKU00170,188,56,19,2025-05-08
ST08,SKU02500,285,50,16,2025-05-09
ST11,SKU03966,273,89,31,2025-05-20
ST09,SKU01153,0,70,31,2025-09-16
ST09,SKU03139,99,29,14,2025-07-14
ST06,SKU01407,375,98,23,2025-08-14
ST07,SKU04261,161,33,10,2025-08-17
ST10,SKU04532,86,26,10,2025-08-14
ST10,SKU00331,317,54,19,2025-05-27
ST22,SKU03603,424,91,27,2025-08-09
ST01,SKU04941,443,75,21,2025-06-08
ST27,SKU01466,0,94,33,2025-09-02
ST20,SKU00524,358,79,35,2025-05-15
ST06,SKU00589,398,97,42,2025-05-28
ST16,SKU01048,0,68,22,2025-08-07
ST29,SKU03727,0,88,26,2025-09-15
ST22,SKU04771,308,66,20,2025-07-17
ST20,SKU03907,0,28,11,2025-09-04
ST27,SKU04849,171,54,15,2025-06-07
ST08,SKU04607,183,37,10,2025-05-07
ST03,SKU02277,237,56,13,2025-07-24
ST28,SKU01287,233,60,22,2025-07-07
ST09,SKU01045,0,41,16,2025-08-09
ST19,SKU02221,172,50,21,2025-07-13
ST17,SKU03609,440,79,19,2025-08-31
ST10,SKU04653,144,26,6,2025-07-16
ST24,SKU00350,84,24,10,2025-06-14
ST20,SKU00645,190,47,21,2025-06-27
ST30,SKU01104,498,100,35,2025-05-18
ST28,SKU00240,481,84,27,2025-05-18
ST02,SKU03220,242,46,11,2025-05-09
ST14,SKU00342,507,89,23,2025-06-27
ST26,SKU00167,221,58,25,2025-08-02
ST05,SKU03491,268,67,19,2025-08-13
ST19,SKU01174,338,62,27,2025-07-12
ST29,SKU03848,106,20,6,2025-07-10
ST30,SKU02501,225,42,20,2025-08-26
ST30,SKU00286,0,28,10,2025-08-20
ST18,SKU00986,268,67,18,2025-08-14
ST04,SKU03266,250,52,11,2025-07-18
ST06,SKU01649,549,96,38,2025-05-09
ST06,SKU03864,207,43,14,2025-05-26
ST21,SKU00466,228,38,15,2025-07-08
ST02,SKU04388,112,28,11,2025-06-28
ST21,SKU00237,365,100,33,2025-06-29
ST19,SKU00127,92,21,7,2025-08-17
ST01,SKU00524,259,59,13,2025-07-24
ST28,SKU04791,383,68,15,2025-08-02
ST28,SKU02576,70,20,6,2025-08-28
ST28,SKU04562,0,41,20,2025-09-30
ST26,SKU02503,0,36,14,2025-08-11
ST12,SKU04554,302,55,24,2025-06-01
ST10,SKU03727,0,63,23,2025-10-07
ST29,SKU01754,284,56,16,2025-05-26
ST29,SKU03740,236,43,15,2025-08-11
ST03,SKU02519,203,45,10,2025-07-09
ST01,SKU03907,0,71,15,2025-09-27
ST08,SKU04849,132,25,9,2025-08-20
ST27,SKU00890,362,87,24,2025-06-07
ST15,SKU03805,80,20,9,2025-06-16
ST03,SKU04505,147,35,8,2025-08-16
ST11,SKU02114,509,97,33,2025-06-24
ST23,SKU03171,0,98,45,2025-09-03
ST02,SKU04280,0,53,16,2025-08-25
ST17,SKU03851,0,44,11,2025-09-30
ST05,SKU04551,0,70,32,2025-08-27
ST24,SKU00592,309,90,19,2025-06-21
ST05,SKU00350,338,100,48,2025-06-27
ST24,SKU00363,0,59,18,2025-08-06
ST22,SKU01751,0,26,6,2025-09-29
ST01,SKU00874,137,38,13,2025-08-23
ST01,SKU00645,315,54,16,2025-08-26
ST06,SKU02938,215,38,9,2025-08-07
ST11,SKU03053,0,53,13,2025-09-30
ST09,SKU00240,127,29,11,2025-05-23
ST14,SKU02570,111,28,11,2025-07-06
ST05,SKU03504,407,91,45,2025-05-11
ST17,SKU00589,295,80,36,2025-08-14
ST10,SKU03848,142,43,18,2025-08-23
ST03,SKU02640,0,57,14,2025-09-06
ST27,SKU02997,308,53,11,2025-06-24
ST20,SKU04041,0,63,23,2025-08-15
ST20,SKU02055,152,28,10,2025-06-28
ST06,SKU04106,111,24,10,2025-06-11
ST02,SKU04401,123,32,14,2025-06-18
ST19,SKU02584,341,65,27,2025-07-12
ST19,SKU00369,0,46,12,2025-09-10
ST29,SKU03043,555,94,24,2025-07-18
ST17,SKU03743,0,71,26,2025-08-08
ST08,SKU04152,335,61,15,2025-05-11
ST13,SKU00066,314,79,34,2025-08-09
ST09,SKU04791,360,67,33,2025-07-02
ST09,SKU02576,191,35,8,2025-07-16
ST16,SKU01303,328,55,12,2025-06-15
ST10,SKU01754,387,91,44,2025-08-04
ST08,SKU03105,241,75,35,2025-06-08
ST03,SKU04747,165,48,11,2025-07-15
ST20,SKU02176,0,32,8,2025-08-15
ST13,SKU03220,359,80,19,2025-08-07
ST08,SKU00890,429,87,21,2025-05-24
ST25,SKU00305,122,29,9,2025-06-15
ST03,SKU00546,407,93,44,2025-07-01
ST09,SKU03744,320,63,18,2025-05-20
ST12,SKU03749,316,67,17,2025-07-20
ST12,SKU03520,383,90,25,2025-05-29
ST17,SKU03864,452,80,33,2025-09-02
ST17,SKU01649,266,62,23,2025-07-11
ST20,SKU03115,412,98,41,2025-08-25
ST30,SKU03574,268,57,18,2025-07-19
ST28,SKU02710,509,98,26,2025-07-11
ST08,SKU02997,308,61,23,2025-07-11
ST02,SKU02657,0,24,9,2025-09-24
ST21,SKU00721,172,45,21,2025-07-06
ST07,SKU04987,327,80,20,2025-07-13
ST26,SKU03805,153,32,11,2025-08-01
ST12,SKU03870,0,57,18,2025-10-06
ST02,SKU04643,388,68,28,2025-09-02
ST22,SKU04329,0,49,20,2025-10-01
ST10,SKU03043,322,70,26,2025-07-29
ST29,SKU01070,233,64,23,2025-07-09
ST15,SKU00906,132,26,11,2025-08-13
ST15,SKU02892,0,89,33,2025-08-14
ST13,SKU00079,0,58,13,2025-08-24
ST20,SKU01021,0,30,10,2025-09-18
ST28,SKU00845,0,30,10,2025-09-20
ST23,SKU00501,312,52,12,2025-05-28
ST17,SKU02938,468,81,29,2025-06-25
ST01,SKU02176,0,74,17,2025-09-22
ST30,SKU02648,0,72,18,2025-08-31
ST19,SKU02718,451,100,50,2025-08-17
ST29,SKU01191,489,91,27,2025-05-08
ST29,SKU03177,95,29,13,2025-07-30
ST20,SKU01371,0,80,36,2025-08-08
ST01,SKU03115,265,61,25,2025-05-28
ST30,SKU01830,435,73,24,2025-08-09
ST06,SKU00978,384,88,40,2025-06-19
ST26,SKU00893,0,70,31,2025-08-30
ST12,SKU00500,0,73,19,2025-08-14
ST13,SKU03583,230,61,17,2025-08-17
ST14,SKU04222,224,45,15,2025-07-28
ST21,SKU00734,441,88,41,2025-06-26
ST07,SKU03014,85,22,6,2025-08-11
ST07,SKU05000,168,55,18,2025-08-01
ST24,SKU02954,0,74,23,2025-09-25
ST10,SKU01070,291,65,26,2025-05-16
ST30,SKU04166,0,71,27,2025-09-06
ST25,SKU03822,504,84,34,2025-05-25
ST27,SKU02205,270,54,14,2025-06-08
ST28,SKU03073,406,87,32,2025-05-11
ST16,SKU03773,327,67,17,2025-05-18
ST28,SKU00858,194,58,20,2025-06-06
ST04,SKU00501,194,41,20,2025-07-14
ST10,SKU04453,0,89,32,2025-09-23
ST19,SKU01792,458,77,24,2025-05-09
ST17,SKU00965,233,65,26,2025-05-21
ST01,SKU04633,0,87,30,2025-08-07
ST27,SKU03602,192,52,22,2025-07-07
ST22,SKU03295,260,65,28,2025-07-09
ST06,SKU02267,506,97,41,2025-07-26
ST06,SKU00052,358,97,34,2025-07-31
ST28,SKU04012,0,76,22,2025-10-03
ST17,SKU04348,0,94,39,2025-10-04
ST10,SKU01191,150,47,10,2025-05-11
ST10,SKU03177,310,88,40,2025-05-16
ST24,SKU00860,181,47,22,2025-05-15
ST01,SKU01371,0,52,17,2025-08-20
ST18,SKU04987,465,95,29,2025-08-13
ST13,SKU04643,420,91,23,2025-05-17
ST26,SKU00906,262,46,21,2025-06-12
ST10,SKU04574,0,75,16,2025-08-12
ST19,SKU01684,238,65,21,2025-05-07
ST28,SKU04362,0,92,33,2025-08-25
ST21,SKU00976,0,42,14,2025-10-07
ST15,SKU03376,253,74,34,2025-05-25
ST16,SKU04244,379,75,18,2025-07-04
ST11,SKU01685,0,80,23,2025-09-27
ST09,SKU03073,340,63,27,2025-07-20
ST09,SKU00858,489,89,23,2025-05-16
ST07,SKU02209,313,54,15,2025-07-26
ST02,SKU03851,0,91,42,2025-09-27
ST19,SKU01805,275,80,20,2025-07-13
ST01,SKU02660,0,70,14,2025-10-08
ST01,SKU04646,0,37,9,2025-08-04
ST01,SKU00445,0,58,22,2025-09-10
ST04,SKU01911,448,89,20,2025-06-21
ST11,SKU00638,369,63,29,2025-06-02
ST14,SKU00155,97,25,7,2025-06-08
ST19,SKU00987,371,77,28,2025-05-29
ST17,SKU02375,130,31,12,2025-05-18
ST10,SKU01433,177,33,12,2025-08-02
ST19,SKU00758,224,64,30,2025-05-11
ST03,SKU02211,121,23,11,2025-06-24
ST25,SKU01970,242,58,23,2025-08-05
ST18,SKU03014,215,47,10,2025-08-10
ST28,SKU03436,223,55,12,2025-07-04
ST21,SKU00050,0,29,12,2025-08-04
ST12,SKU03199,0,99,38,2025-08-07
ST29,SKU02614,0,26,12,2025-08-30
ST15,SKU04665,161,41,9,2025-05-07
ST03,SKU01164,0,86,35,2025-08-06
